DistrictId,DistrictName,BlockId,BlockName,ClusterId,ClusterName,SchoolId,SchoolName,Semester_Performance,Grade3,Grade4,Grade5,Grade6,Grade7,Grade8,TotalStudents
2413,"Amreli",241301,"Amreli","2413010003","Kanya Shala-2 Pri.School",24130105601,"Sanosara Pri. Sch.","53.0 %","83.1 %","76.2 %","53.7 %","45.2 %","48.4 %","55.2 %",70
2413,"Amreli",241301,"Amreli","2413010003","Kanya Shala-2 Pri.School",24130102701,"Kamigadh Pri. Sch.","55.0 %","70.8 %","84.9 %","74.9 %","45.6 %","51.8 %","48.8 %",138
2413,"Amreli",241301,"Amreli","2413010003","Kanya Shala-2 Pri.School",24130102501,"Jaliya Pri. Sch.","55.3 %","79.3 %","65.9 %","67.7 %","48.9 %","58.6 %","49.3 %",179
2413,"Amreli",241301,"Amreli","2413010003","Kanya Shala-2 Pri.School",24130104701,"Paniya Pri. Sch.","59.9 %","73.4 %","61.6 %","52.3 %","61.3 %","65.1 %","53.2 %",107
2413,"Amreli",241301,"Amreli","2413010003","Kanya Shala-2 Pri.School",24130106601,"Timbla Pri. Sch.","60.3 %","89.3 %","84.8 %","76.5 %","53.4 %","43.8 %","55.9 %",45
2413,"Amreli",241301,"Amreli","2413010003","Kanya Shala-2 Pri.School",24130103301,"Khijadia Khari Pri. Sch.","67.9 %","75.3 %","65.3 %","68.8 %","63.4 %","70.8 %","66.0 %",59
2413,"Amreli",241301,"Amreli","2413010003","Kanya Shala-2 Pri.School",24130104101,"Mandavda Mota Pri. Sch.","68.3 %","86.9 %","83.4 %","75.4 %","62.4 %","66.3 %","66.5 %",97
2413,"Amreli",241301,"Amreli","2413010003","Kanya Shala-2 Pri.School",24130102901,"Kerala Pri. Sch.","76.2 %","67.0 %","73.8 %","70.1 %","77.4 %","83.5 %","null %",32
2413,"Amreli",241301,"Amreli","2413010003","Kanya Shala-2 Pri.School",24130101701,"Dholarva Pri. Sch.","82.1 %","87.5 %","79.6 %","82.8 %","null %","null %","null %",18
