DistrictId,DistrictName,BlockId,BlockName,ClusterId,ClusterName,SchoolId,SchoolName,Semester_Performance,Grade3,Grade4,Grade5,Grade6,Grade7,Grade8,TotalStudents
2407,"Ahmedabad",240712,"Amc","2407120015","Danilimda-2",24071201503,"Dudheshwar - 3","29.3 %","null %","null %","null %","21.9 %","31.2 %","36.3 %",273
2407,"Ahmedabad",240712,"Amc","2407120015","Danilimda-2",24071201701,"Shahibaug - 1","31.2 %","45.7 %","59.7 %","33.4 %","21.9 %","24.2 %","36.4 %",300
2407,"Ahmedabad",240712,"Amc","2407120015","Danilimda-2",24071201505,"Dudheshwar - 6","31.6 %","45.2 %","44.3 %","23.0 %","31.2 %","29.4 %","31.3 %",252
2407,"Ahmedabad",240712,"Amc","2407120015","Danilimda-2",24071201708,"Bardolpura - 1","38.1 %","73.5 %","68.9 %","57.3 %","32.6 %","33.5 %","34.5 %",336
2407,"Ahmedabad",240712,"Amc","2407120015","Danilimda-2",24071201706,"Shahibaug - 6","39.4 %","43.6 %","53.3 %","49.5 %","30.8 %","36.4 %","41.7 %",266
2407,"Ahmedabad",240712,"Amc","2407120015","Danilimda-2",24071201504,"Dudheshwar - 4","44.8 %","51.7 %","48.8 %","39.1 %","null %","null %","null %",292
2407,"Ahmedabad",240712,"Amc","2407120015","Danilimda-2",24071201704,"Shahibaug - 4","45.9 %","47.3 %","57.3 %","45.8 %","35.2 %","46.0 %","49.5 %",75
