DistrictId,DistrictName,BlockId,BlockName,ClusterId,ClusterName,SchoolId,SchoolName,Semester_Performance,Grade3,Grade4,Grade5,Grade6,Grade7,Grade8,TotalStudents
2407,"Ahmedabad",240712,"Amc","2407120001","Amraiwadi",24071200105,"Khadiya-14","35.7 %","null %","null %","null %","32.1 %","37.2 %","39.1 %",55
2407,"Ahmedabad",240712,"Amc","2407120001","Amraiwadi",24071200503,"Raikhad-4","37.9 %","83.6 %","null %","67.0 %","36.4 %","37.4 %","31.6 %",181
2407,"Ahmedabad",240712,"Amc","2407120001","Amraiwadi",24071200114,"Madhavbag Guj-1","38.0 %","null %","49.0 %","43.8 %","34.1 %","38.3 %","36.3 %",157
2407,"Ahmedabad",240712,"Amc","2407120001","Amraiwadi",24071200509,"Baherampura-5","39.9 %","79.7 %","65.5 %","38.0 %","32.5 %","36.6 %","36.7 %",236
2407,"Ahmedabad",240712,"Amc","2407120001","Amraiwadi",24071200507,"Raikhad-10","41.9 %","53.3 %","47.6 %","45.3 %","36.4 %","36.8 %","48.8 %",80
2407,"Ahmedabad",240712,"Amc","2407120001","Amraiwadi",24071200101,"Khadiya-2","42.7 %","73.4 %","66.7 %","52.1 %","33.0 %","31.3 %","48.5 %",110
2407,"Ahmedabad",240712,"Amc","2407120001","Amraiwadi",24071200103,"Khadiya-10","43.6 %","77.9 %","62.6 %","51.2 %","38.7 %","38.6 %","36.0 %",87
2407,"Ahmedabad",240712,"Amc","2407120001","Amraiwadi",24071200506,"Raikhad-8","47.0 %","73.2 %","71.9 %","59.4 %","36.0 %","43.6 %","46.5 %",110
2407,"Ahmedabad",240712,"Amc","2407120001","Amraiwadi",24071200104,"Khadiya-12","53.4 %","63.2 %","58.2 %","44.0 %","null %","null %","null %",41
