DistrictId,DistrictName,BlockId,BlockName,ClusterId,ClusterName,SchoolId,SchoolName,Semester_Performance,Grade3,Grade4,Grade5,Grade6,Grade7,Grade8,TotalStudents
2407,"Ahmedabad",240705,"City","2407050001","Adinathnagar",24070500239,"Chankya Primary School (Gujarati Medium)","29.3 %","null %","null %","null %","25.8 %","27.2 %","36.6 %",621
2407,"Ahmedabad",240705,"City","2407050001","Adinathnagar",24070500240,"Ghatlodiya - 2  Primary School","30.0 %","38.3 %","44.3 %","32.2 %","24.1 %","27.5 %","35.2 %",515
2407,"Ahmedabad",240705,"City","2407050001","Adinathnagar",24070500117,"Chandlodiya  Pri. School","38.4 %","62.8 %","67.1 %","43.6 %","23.2 %","37.5 %","40.4 %",720
2407,"Ahmedabad",240705,"City","2407050001","Adinathnagar",24070500241,"Ghatlodiya - 3 Primary School","42.0 %","null %","null %","42.0 %","null %","null %","null %",85
2407,"Ahmedabad",240705,"City","2407050001","Adinathnagar",24070500810,"Niryannagar Primary School]","49.5 %","71.2 %","51.2 %","41.3 %","42.3 %","47.9 %","53.9 %",116
