DistrictId,DistrictName,BlockId,BlockName,ClusterId,ClusterName,SchoolId,SchoolName,Semester_Performance,Grade3,Grade4,Grade5,Grade6,Grade7,Grade8,TotalStudents
2407,"Ahmedabad",240712,"Amc","2407120036","Kubernagar",24071203305,"Khokhara Guj - 12","27.5 %","69.8 %","48.6 %","33.8 %","21.5 %","18.6 %","25.2 %",249
2407,"Ahmedabad",240712,"Amc","2407120036","Kubernagar",24071204138,"Amraiwadi Guj Sch -13","28.8 %","null %","null %","null %","25.9 %","27.8 %","31.7 %",346
2407,"Ahmedabad",240712,"Amc","2407120036","Kubernagar",24071203704,"Maninagar - 4","31.5 %","62.4 %","62.4 %","25.0 %","21.1 %","26.2 %","32.1 %",172
2407,"Ahmedabad",240712,"Amc","2407120036","Kubernagar",24071203602,"Khokhara - 2","32.2 %","53.2 %","43.6 %","37.2 %","29.1 %","31.8 %","29.6 %",90
2407,"Ahmedabad",240712,"Amc","2407120036","Kubernagar",24071203306,"Khokhara Marathi - 3","48.2 %","62.4 %","58.7 %","50.7 %","47.8 %","43.5 %","46.9 %",166
2407,"Ahmedabad",240712,"Amc","2407120036","Kubernagar",24071204103,"Amraiwadi-14","56.7 %","69.4 %","57.2 %","46.8 %","null %","null %","null %",231
2407,"Ahmedabad",240712,"Amc","2407120036","Kubernagar",24071203604,"Khokhara - 4","58.5 %","79.2 %","73.1 %","56.1 %","52.0 %","54.1 %","61.9 %",106
