SchoolId,SchoolName,ClusterName,BlockName,DistrictName,Attendance,TotalStudents
24280102502,"Salangpur Pri School","Barvala","Barvala","Botad","85.1 %","484"
24280101102,"Adarsh Primary School Khambhada","Barvala","Barvala","Botad","85.0 %","471"
24280100301,"Bela  Primary School","Barvala","Barvala","Botad","88.8 %","533"
24280102301,"Refda Primary School","Barvala","Barvala","Botad","90.9 %","208"
24280101401,"Kundal Primary School","Barvala","Barvala","Botad","94.1 %","281"
24280100501,"Chachariya Primary School","Barvala","Barvala","Botad","94.0 %","230"
24280102901,"Timbala Primary School","Barvala","Barvala","Botad","96.8 %","31"
