SchoolId,SchoolName,ClusterName,BlockName,DistrictName,Attendance,TotalStudents
24030106103,"Ambikanagar Primary School","Chanasma Kumar 1","Chanasma","Patan","91.7 %","44"
24030102601,"Karoda Primary School","Chanasma Kumar 1","Chanasma","Patan","92.3 %","221"
24030106001,"Takodi Primary School","Chanasma Kumar 1","Chanasma","Patan","94.7 %","282"
24030106102,"Vadavali Kanya Shala","Chanasma Kumar 1","Chanasma","Patan","96.0 %","167"
24030106101,"Vadavali Primary School","Chanasma Kumar 1","Chanasma","Patan","97.3 %","147"
24030107001,"Manipura Primary School","Chanasma Kumar 1","Chanasma","Patan","98.6 %","164"
24030106201,"Vaghajipura Primary School","Chanasma Kumar 1","Chanasma","Patan","98.4 %","42"
24030106104,"Bahucharpura(V)Pri.School","Chanasma Kumar 1","Chanasma","Patan","98.5 %","114"
